company_id,name,city,country,longitude,latitude,revenue,revenue_exact,continent,industry_main,industries,companies_subsidiaries,companies_acquisitions,companies_similar,alexa_rank,monthly_visitors,social_networks,stock_exchange,technologies,technologies_categories,is_unicorn_company,total_employees,total_employees_exact,year_founded,description,description_short,domain,fortune_company_id,fortune_rank,fortune_revenues,fortune_revchange,fortune_profits,fortune_prftchange,fortune_assets,fortune_mktval,fortune_rankchange1000,fortune_employees,fortune_rankchange,fortune_sector,fortune_industry,fortune_hqcity,fortune_hqstate,fortune_rankgain,fortune_rankdrop,fortune_newcomer,fortune_profitable,fortune_ceofounder,fortune_ceowoman,fortune_jobgrowth,fortune1000-y-n,best-company-y-n,permalink
160,first bus,Hong Kong Island,China,114.1855595,22.2805108,,,Asia,civic-and-social-organization,"civic, social-organization",,,"Women Who Code, TECHO, B Lab, Characters of Character NFP, The Art of Living, Universidad de Murcia, Institut Montaigne, Color Of Change, State Innovation Exchange, National Association of the Deaf, Reidsville Chamber of Commerce, Fútbol Más, Consumer Energy Alliance, Veterans of Foreign Wars, Kid Time, PIMEC, Oceanside Chamber of Commerce, American Rose Society, Uptown Houston, Casa Of Adams & Broomfield Counties, Totally Positive Productions, Oakland Unified School District, Greater Memphis Chamber, Tearfund New Zealand, Indiana INTERNnet",,under-10k,"https://facebook.com/nwfbcitybus, https://instagram.com/nwfb_citybus, https://www.linkedin.com/company/8933780, https://youtube.com/user/citybusnwfb",,"microsoft-asp-net, microsoft-iis","application-server, development, it-infrastructure, other-web-frameworks, web-frameworks",,1-10,,,"New World First Bus Services Limited is a Civic and Social Organization company located in 8 Chong Fu Road, Hong Kong, Hong Kong Island, Hong Kong.","New World First Bus Services Limited is a Civic and Social Organization company located in 8 Chong Fu Road, Hong Kong, Hong Kong Island, Hong Kong.",nwstbus.com.hk,,,,,,,,,,,,,,,,,,,,,,,,,
161,siemens energy,Erlangen,Germany,11.0038064,49.5978157,,,Europe,renewable-energy-semiconductor-manufacturing,"generation, industrial-applications, machinery, renewable-energy-semiconductor-manufacturing, renewables, transmission",,,"General Electric, General Electric, Honeywell International, Siemens, Siemens Healthineers, EcoStruxure, Siemens Gamesa, ABB, Pentair Aquatic Eco-Systems, TOMRA Systems ASA, Lime Energy, Bigbelly, Orb Energy, Aqua-Aerobic Systems, WaterFurnace, EarthLinked Technologies, RenewAire, Hinren Technologies, Smardt, InEnTec, Euro Multivision, Eneftech Innovation SA, SnowPure Water Technologies, Envitech, VAIREX air systems",174932.0,500k-1m,"https://www.facebook.com/answersmag, https://www.linkedin.com/company/siemens-energy, https://twitter.com/siemens_energy",,"adobe-experience-manager, amazon-cloudfront, apple-business-manager, java, microsot-365","calendar-and-scheduling, cloud-file-storage, cloud-storage, collaboration, content-delivery-network, content-experience-platforms, content-management, content-marketing, customer-communications-management, customer-service, digital-experience-platforms, digital-governance, email-service, enterprise-content-delivery-network, hosting, it-management, marketing, office-suites, productivity, programming-languages, team-collaboration, user-generated-content, video-conferencing, web-content-management",,over-10k,26900.0,2020.0,"Siemens Energy AG is one of the world’s leading energy technology companies. The company works with its customers and partners on energy systems for the future, thus supporting the transition to a more sustainable world. With its portfolio of products, solutions and services, Siemens Energy covers almost the entire energy value chain - from power generation and transmission to storage. The portfolio includes conventional and renewable energy technology, such as gas and steam turbines, hybrid power plants operated with hydrogen, and power generators and transformers. More than 50 percent of the portfolio has already been decarbonized. A majority stake in the listed company Siemens Gamesa Renewable Energy (SGRE) makes Siemens Energy a global market leader for renewable energies. An estimated one-sixth of the electricity generated worldwide is based on technologies from Siemens Energy. Siemens Energy employs 91,000 people worldwide in more than 90 countries and generated revenue of around €29 billion in fiscal year 2019.",Siemens Energy AG is one of the world’s leading energy technology companies.,siemens-energy.com,,,,,,,,,,,,,,,,,,,,,,,,,
162,idm energiesysteme gmbh,Marktgemeinde Matrei in Osttirol,Austria,12.574931,46.9335154,10m-50m,,Europe,environmental-services-and-clean-energy,"air-source-heat-pumps, clean-energy, cooling, domestic-heat-pumps, environment, environmental-services, ground-source-heat-pumps, heat-pump, heat-pump-systems, heating, renewables",,,"EKO Warrior Heat Pumps NEW LOOK 2014, EDF, Fortum, Dalkia, Daikin Europe N.V, Tekniska verken, New England Clean Energy, VC/O, WaterFurnace, Boston Solar, GreenHomes America, Hal, Adroit Energy, G-Store, Jaga, Upgrade Energy, State of Green, Euroheat & Power, Smith Sustainable Design, Kontrol Energy, EGEC, ThermoLift, Italtherm, Alternative Energy Applications, Engineered Systems Incorporated - Worldwide",,under-10k,"https://www.facebook.com/waermepumpen, https://www.linkedin.com/company/2225094",,,,,10-50,,1977.0,"iDM (Idea Development Matrei) Energy Systems offer heat pumps for heating, cooling and hot water production. iDM systems take the energy from earth, air, water and sun. Heat pumps utilize this extracted energy for heating, cooling and for hot water production. iDM heat pumps especially profit from the HGL technology that allows hot water production on a very lower level of energy consumption. Together with the iDM Hygienik fresh water technology, hot water is produced just in time directly from the pipe. The company was founded in Matrei in East Tyrol in 1977 as one of the first enterprises for solar plants and heat pumps in Austria. The first innovation in the late 70ies was the so-called ""4-season-heating"", a system composed of an air source heat pump for spring and autumn, a solar plant for the summer and a wood stove for the cold winters. In 1987, IDM launched systems that not only used solar energy for hot water production, but also delivered solar energy into the heating circuit.","iDM (Idea Development Matrei) Energy Systems offer heat pumps for heating, cooling and hot water production.",idm-energie.at,,,,,,,,,,,,,,,,,,,,,,,,,
163,global blue,Grand Genève,Switzerland,6.2042596,46.3807218,200m-1b,,Europe,financial-services,"business-intelligence, computer-programming, data-processing, dynamic-currency-conversion, financial-services, marketing-services, tax-free-shopping",,,"Planet, ZigZag Global, Viventium, Owler, Zignal Labs, Automated Insights, International Financial Data Services, Arachnys, Estimize, ELUN, Shore Group Associates, AWPL - Automated Workflow, Sproutivity, Distributed, Bitz, InfoPlanIT, Funderbeam, BillForward, Elevondata, GPX Software, HippoLine B.V. | business intelligence specialist, Aqumin, DATALOG Software, SummaView, RiskSystem",,under-10k,"https://www.facebook.com/globalblue, https://www.linkedin.com/company/global-blue, https://twitter.com/globalblue",,"cowboy, erlang, google-analytics, google-cloud, google-tag-manager, microsot-365, nginx, vwo","a-b-testing, application-development, application-server, archive-storage, block-storage, calendar-and-scheduling, cloud-file-storage, cloud-platform-as-a-service, cloud-storage, collaboration, container-management, container-networking, container-orchestration, container-registry, containerization, content-analytics, content-marketing, conversion-rate-optimization, ddos-protection, development, devops, devsecops, digital-analytics, email-service, feature-management, hybrid-cloud-storage, it-infrastructure, load-balancing, marketing, mobile-analytics, mobile-app-analytics, mobile-app-optimization, mobile-development, object-storage, personalization, personalization-engines, productivity, programming-languages, security, storage-management, tag-management, video-conferencing, virtual-private-cloud, web-accelerator, web-application-firewalls, web-security, web-server-accelerator",,1k-5k,1140.0,1980.0,"Global Blue pioneered the concept of Tax Free Shopping 40 years ago. Through continuous innovation, it has become the leading strategic technology and payments partner, empowering merchants to capture the growth of international shoppers. The Group connects all stakeholders involved in the international shopping ecosystem, helping:- More than 29 million international shoppers - More than 300,000 points of sale- More than 50 acquirers, at more than 130,000 points of interaction- Customs & authorities in more than 40 countries Global Blue has over 2,000 employees in more than 50 countries.",Global Blue pioneered the concept of Tax Free Shopping 40 years ago.,globalblue.com,,,,,,,,,,,,,,,,,,,,,,,,,
164,michael page,Sydney,Australia,151.2100301,-33.8845123,200m-1b,,Oceania,business-services,"business-services, nec, recruiting, staffing",,,"Ceridian, Randstad USA, Morson, Odgers Berndtson, Amrop, CyberCoders, Blue Arrow, Egon Zehnder, AppleOne Employment Services, Alumni, Corestaff Services, Creative Circle, Lucas Group, Staffmark, ClearanceJobs, Aerotek, Spencer Stuart, Teamlease.com, KNF&T Staffing Resources, Pareto Law, Morgan McKinley, Manpower España, Hays Specialist Recruitment (Australia) Pty, Yoh, TriMech",89712.0,1m-10m,"https://facebook.com/michaelpageaustralia, https://instagram.com/pagegroupaustralia, https://linkedin.com/company/3476, https://youtube.com/michaelpageaustralia",,"acquia-marketing-cloud, amazon-ec2, apache, cloudflare-cdn, drupal, facebook-social-plugins, google-analytics, google-tag-manager, hotjar, new-relic, nginx, php, quantcast, section-io, unbounce","a-b-testing, aiops-platforms, application-development, application-performance-monitoring, application-server, aws-marketplace, cloud-infrastructure-monitoring, container-monitoring, container-networking, containerization, content-analytics, content-delivery-network, content-management, content-marketing, conversion-rate-optimization, customer-data-platforms, customer-journey-analytics, customer-journey-mapping, ddos-protection, development, devops, devsecops, digital-analytics, digital-asset-management, digital-experience-monitoring, digital-experience-platforms, enterprise-content-delivery-network, heatmap, hosting, incident-management, infrastructure-as-a-serviceproviders, it-alerting, it-infrastructure, it-management, landing-page-builders, load-balancing, log-analysis, log-monitoring, marketing, marketing-automation, marketplace-apps, mobile-analytics, mobile-app-analytics, mobile-development, monitoring, observability-solution-suites, office, personalization-engines, pop-up-builder, programming-languages, security, server-monitoring, session-replay, social-media-marketing, tag-management, user-research, virtual-waiting-room, web-accelerator, web-application-firewalls, web-content-management, web-security, web-server-accelerator",,1k-5k,,1984.0,,,michaelpage.com.au,,,,,,,,,,,,,,,,,,,,,,,,,
165,astrazeneca,Cambridge,United Kingdom,0.1235817,52.2034823,over-1b,,Europe,pharmaceuticals,"biopharmaceutical, biotechnology, development, fitness, global-business, health, health-care, health-care-information-technology, hospital, information-technology, innovation, internet, medical, mobile, pharmaceutical, pharmaceuticals, research, services, user-experience-design, ux-designer, wellness",,MedImmune,"GSK, Pfizer, Abbott, Sanofi, Johnson & Johnson, Novartis, Novo Nordisk, Roche, Bayer, Merck, THREAD, a healthcare advertising agency, Partners HealthCare, Mad*Pow, Hexoskin, MeYou Health, eHealth Innovation @ UHN, HSK Instruments, ColorFrog, Buster Creative • Healthcare Advertising Agency, VShift, ArcTouch, Techtic Solutions, Ambra Health, RevenueWell, Chartered Institute of Environmental Health",50780.0,1m-10m,"http://angel.co/astra-zeneca-1, https://www.facebook.com/astrazenecacareers, https://instagram.com/astrazeneca, https://www.linkedin.com/company/astrazeneca, http://twitter.com/astrazeneca, https://youtube.com/user/astrazeneca",,"adobe-experience-manager, amazon-cloudfront, apache, cloudflare-cdn, google-analytics, google-cloud, google-pagespeed, google-tag-manager, java, nginx","application-development, application-server, archive-storage, block-storage, cloud-file-storage, cloud-platform-as-a-service, container-management, container-networking, container-orchestration, container-registry, containerization, content-analytics, content-delivery-network, content-experience-platforms, content-management, content-marketing, customer-communications-management, customer-service, ddos-protection, development, devops, devsecops, digital-analytics, digital-experience-platforms, digital-governance, enterprise-content-delivery-network, hosting, hybrid-cloud-storage, it-infrastructure, it-management, load-balancing, marketing, mobile-analytics, mobile-app-analytics, mobile-development, object-storage, other-it-infrastructure, programming-languages, security, storage-management, tag-management, user-generated-content, virtual-private-cloud, web-accelerator, web-application-firewalls, web-content-management, web-security, web-server-accelerator",,over-10k,67180.0,1999.0,"AstraZeneca is a global, science-led biopharmaceutical company that focuses on the discovery, development and commercialisation of prescription medicines. Our Purpose is to push the boundaries of science to deliver life-changing medicines. We believe the best way we can achieve our Purpose is to put science at the centre of everything we do. Science defines who we are. It is why we come to work every day and is part of our DNA. But this is only half of the story. We know that we do not have all the answers. We want to share ideas because we believe it results in better medicines. We want the way we work to be inclusive, open and collaborative. This approach runs through all that we do. We focus on three main therapy areas - Oncology, Cardiovascular & Metabolic Disease (CVMD) and Respiratory - and we are also selectively active in the areas of autoimmunity, neuroscience and infection. To put ourselves in the best position to push the boundaries of science, we seek to leverage our combination of capabilities, which encompass both small molecules and biologics, and include immunotherapies and developing innovative delivery devices that can offer choice to patients. These are reinforced by a strong focus on personalised healthcare capabilities, which aim to match medicines only to those patients who will benefit from them. Our teams also work alongside the world's leading academic and biotech research institutions to stimulate innovation and evaluate emerging technologies such as Modified RNA and CRISPR genome editing. AstraZeneca operates in over 100 countries and its innovative medicines are used by millions of patients worldwide. For more information, visit www.astrazeneca.com.","AstraZeneca is a global, science-led biopharmaceutical company that focuses on the discovery, development and commercialisation of prescription medicines.",astrazeneca.com,,,,,,,,,,,,,,,,,,,,,,,,,
166,longview,Northbrook,United States,-87.8265089,42.128704,over-1b,,North America,paper-and-forest-products,"allied-products, boxes, corrugated-products, corrugated-sheets, forest-products, kraft-paper, linerboard, manufacturing, paper, saturating-kraft-unbleached-paper, unbleached-kraft-paper, wet-strength-kraft-paper",,,"Domtar, RockTenn, International Paper, WestRock, WestRock, Futura Services, ND Paper, Paper Products, Fellowes Brands, Copamex, Barefoot, Unilin, Catalyst Paper, Pacon Corporation, Verso, Neenah Fine Paper, LCI PAPER COMPANY, Twin Rivers Paper, Yildiz Entegre A.S, Canfor, Ball & Doggett, Fiblon, Acucote, Favini, Hoffmaster Group",,under-10k,"http://www.facebook.com/KapstonePaper, https://github.com/snide/sphinx_rtd_theme, https://www.linkedin.com/company/longview-fibre-paper-and-packaging-inc, http://twitter.com/KSPaper",,nginx,"application-server, container-networking, containerization, ddos-protection, development, devops, devsecops, it-infrastructure, load-balancing, security, web-accelerator, web-application-firewalls, web-security, web-server-accelerator",,1k-5k,240.0,2005.0,"KapStone Paper and Packaging Corporation operates businesses in the paper, packaging and forest products industries. Headquartered in Northbrook, Illinois, KapStone is the region's largest producer of kraft paper and the fifth largest producer of containerboard in North America. Annual revenues exceed $2.1 billion. We are committed to using our industry leadership-and deep passion-to create innovative products, ensure a safe workplace, and provide support for the communities where we live and work.","KapStone Paper and Packaging Corporation operates businesses in the paper, packaging and forest products industries.",kapstonepaper.com,,,,,,,,,,,,,,,,,,,,,,,,,
167,harnham,London,United Kingdom,-0.1276474,51.5073219,,,Europe,staffing-and-recruiting,"analytics, artificial-intelligence, basel-ii, big-data, business-intelligence, computer-software, computer-vision, credit-risk, customer-insight, data, data-engineering, data-governance, data-management, data-planning, data-science, data-warehousing, decision-science, digital, enterprise-software, enterprises, fraud-analytics, information-technology, insight, java, marketing-analysis, modelling, programmatic, python, recruiting, risk, risk-analytics, sas, services, software-engineering, sql, staffing, statistical-analysis, web-analytics",,,"Quadrant Resource, Burtch Works, Alchemy Software Solutions, TekVizor, JW Consulting Group, Everest Consultants, TechTank, Marlin Green, Graham Matthews, Apps IT, Best Profile, Datatec Partners - Recruiting Specialists in Data (Science and Engineering), Amzur Technologies, Cmotions, Infinity Pro, Odgers Berndtson, Dice, Cognisess, Cangrade, Big Cloud, SwoopTalent, Overture Partners, Talent Sonar, Rinalytics Advisors, XpertTech",477911.0,50k-100k,"https://facebook.com/harnhamdataandanalytics, https://instagram.com/harnhamlife, https://www.linkedin.com/company/harnham, https://twitter.com/HarnhamUSA",,"apple-business-manager, facebook-social-plugins, google-analytics, google-maps, google-tag-manager, hotjar, matomo, microsoft-asp-net, microsoft-iis, onesignal","application-development, application-server, cloud-file-storage, content-analytics, content-marketing, conversion-rate-optimization, customer-service, development, digital-analytics, gis, heatmap, it-infrastructure, marketing, marketing-automation, mobile-analytics, mobile-app-analytics, mobile-development, mobile-marketing, office-suites, other-web-frameworks, proactive-notification, push-notification, session-replay, sms-marketing, social-media-marketing, tag-management, team-collaboration, user-research, web-frameworks",,50-200,240.0,2006.0,"Data and Analytics recruitment is our core business and we're proud to say, our customers believe we're good at it. In our most recent customer satisfaction survey, 95% of respondents said that they would recommend Harnham. Harnham has actively chosen to focus on Data and Analytics, we've immersed ourselves in this market and are now an integral part of this business community. Our capability has grown to provide recruitment services and advice across the Marketing Analytics, Credit Risk, Data Science, Data and Technology and Digital sectors.","Data and Analytics recruitment is our core business and we're proud to say, our customers believe we're good at it.",harnham.com,,,,,,,,,,,,,,,,,,,,,,,,,
168,virgin australia,Brisbane City,Australia,153.0358184,-27.4562467,over-1b,,Oceania,airlines-aviation,"aerospace, air-transportation, airline-industry, airlines, aviation, leisure, travel",,,"Virgin Atlantic, Emirates, Qatar Airways, Virgin, Qantas, Regional Express (Rex), Singapore Airlines, Etihad Airways, Jetstar, Air New Zealand, Amadeus, Vueling, Surf Air, SkyWest Airlines, Charter Flight Group, WOW air, InterGlobe Technology Quotient, Victor, Corendon, PEOPLExpress, PoshBerry, United Airlines, Republic Airways Holdings, Air Methods, Turkish Airlines",42307.0,10m-50m,"http://www.facebook.com/virginaustralia, https://www.linkedin.com/company/10400, http://twitter.com/virginaustralia",,"amazon-cloudfront, amazon-s3, apache, apache-tomcat, cowboy, erlang, google-cloud, java, microsoft-asp-net, microsoft-azure-cdn, nginx, openssl, tealium","application-server, archive-storage, block-storage, cloud-file-storage, cloud-platform-as-a-service, confidentiality, container-management, container-networking, container-orchestration, container-registry, containerization, content-delivery-network, ddos-protection, development, devops, devsecops, enterprise-content-delivery-network, hosting, hybrid-cloud-storage, it-infrastructure, load-balancing, marketing, object-storage, other-web-frameworks, programming-languages, security, ssl-and-tls-certificates, storage-management, tag-management, virtual-private-cloud, web-accelerator, web-application-firewalls, web-frameworks, web-security, web-server-accelerator",,1k-5k,5020.0,2000.0,"At Virgin Australia we're bringing the romance back to flying. We are part of the Virgin group of companies worldwide, sharing the same values of quality and innovation with the customer at the heart of everything we do. Our airline was launched in 2000 with one route, two aircraft and a dedicated team of just 200 people. Today, Virgin Australia has a team of over 9500 people and a young fleet of stylish aircraft flying to over 45 destinations across the country. We're also continually expanding our international network to more than 600 destinations with our world-class partners including Air New Zealand, Delta Air Lines, Etihad Airways and Singapore Airlines. We have reinvigorated the Australian aviation landscape by developing an industry-leading Business Class experience designed by experts in their field, an award-winning loyalty program Velocity Frequent Flyer, and an expansive regional and leisure network. Now you're flying - Virgin Australia. For more information visit virginaustralia.com.",At Virgin Australia we're bringing the romance back to flying.,virginaustralia.com,,,,,,,,,,,,,,,,,,,,,,,,,
169,takeda pharmaceutical,Tokyo,Japan,139.7594549,35.6828387,over-1b,,Asia,pharmaceuticals,"biotech, biotechnology, cancer, central-nervous-system, diagnostic-substances, drug-development, emerging-markets, fitness, gastroenterology, health, health-care, health-diagnostics, hospital, inflammatory-diseases, licensing, medical, oncology, osteoporosis, otc, pain, partnerships, pharmaceutical, pharmaceutical-manufacturing, pharmaceuticals, respiratory, specialty-pharmaceuticals, therapeutics, tissue-management, vaccines, wellness",,,"GSK, Pfizer, Sanofi, Takeda Oncology, Novartis, Roche, Boehringer Ingelheim, Takeda, Merck, Tahagasht, Bioclinica, Janssen, Ironwood Pharmaceuticals, Covance, TESARO, OtsukaUS, Clintec, Intercept Pharmaceuticals, Precision For Medicine, Grand River Aseptic Manufacturing, Torrent Pharmaceuticals, Octapharma Plasma, Evotec, Melior Discovery, Endocyte",146019.0,500k-1m,"https://www.linkedin.com/company/nycomed, https://www.twitter.com/takedapharma, https://youtube.com/takeda-pharmaceuticals",,"cloudflare-cdn, google-analytics, google-tag-manager, microsoft-asp-net, microsoft-azure","application-development, archive-storage, block-storage, cloud-file-storage, cloud-platform-as-a-service, container-management, container-orchestration, container-registry, containerization, content-analytics, content-delivery-network, content-marketing, development, devops, digital-analytics, enterprise-content-delivery-network, hosting, hybrid-cloud-storage, it-infrastructure, load-balancing, marketing, mobile-analytics, mobile-app-analytics, mobile-development, object-storage, other-web-frameworks, storage-management, tag-management, virtual-private-cloud, web-frameworks",,5k-10k,820.0,1781.0,"For more than 230 years, Takeda has brought hope to people around the world through our people-centered and innovation-driven approach to science and medicine. As a global pharmaceutical leader, we focus on solving unmet needs where we can make a real difference-and on putting patients first. Our therapeutics focus is oncology, gastroenterology, and the central nervous system, as well as vaccines. MISSION: To strive towards Better Health and a Brighter Future for people worldwide through leading innovation in medicine.","For more than 230 years, Takeda has brought hope to people around the world through our people-centered and innovation-driven approach to science and medicine.",takeda.com,,,,,,,,,,,,,,,,,,,,,,,,,
170,percona,Raleigh,United States,-78.6390989,35.7803977,10m-50m,,North America,information-technology-and-services,"agility, compression, computer-software, database, enterprise-software, enterprises, information-technology, it-consulting, it-management, it-services, mariadb, mongodb, mongodb-consulting, mysql, mysql-consulting, mysql-development, mysql-managed-services, mysql-performance-optimization, mysql-support, newsql, nosql, open-source, performance, postgresql, prepackaged-software, services, software, software-development, ssd",,,"Elastic, Google, Pythian, MongoDB, Zapier, Canonical, GitLab, EDB, Altinity, CA Technologies, Alteryx, GBG, Skytap, Veeva Systems, Mitek, Top Image Systems, One1, Nerdery, iTechArt Group, Redwerk, Dot Com Infoway, First Derivatives, improveit 360, Geeks, Uniphore",17561.0,10m-50m,"http://angel.co/tokutek, http://www.facebook.com/tokutek, https://instagram.com/percona_llc, https://www.linkedin.com/company/421929, http://www.twitter.com/tokutek, https://youtube.com/user/perconamysql",,"amazon-cloudfront, amazon-s3, cloudflare-cdn, cowboy, drupal, erlang, express-js, google-analytics, google-cloud, google-tag-manager, hubspot, matomo, nginx, node-js, php","ai-sales-assistant, application-development, application-server, archive-storage, aws-marketplace, block-storage, business-card-scanning, business-scheduling, cloud-file-storage, cloud-platform-as-a-service, container-management, container-networking, container-orchestration, container-registry, containerization, content-analytics, content-delivery-network, content-management, content-marketing, conversation-intelligence, cpq, crm, ddos-protection, demand-generation, development, devops, devsecops, digital-analytics, email-tracking, enterprise-content-delivery-network, hosting, hybrid-cloud-storage, it-infrastructure, javascript-web-frameworks, lead-generation, load-balancing, marketing, marketplace-apps, mobile-analytics, mobile-app-analytics, mobile-development, object-storage, office, online-appointment-scheduling, outbound-call-tracking, programming-languages, quote-management, quote-to-cash, sales, sales-acceleration, sales-acceleration-platforms, sales-analytics, sales-enablement, sales-engagement, sales-intelligence, sales-performance-management, sales-platforms, security, storage-management, tag-management, virtual-private-cloud, visitor-identification, web-accelerator, web-application-firewalls, web-content-management, web-frameworks, web-security, web-server-accelerator",,50-200,320.0,2006.0,"Percona is the only company that delivers enterprise-class support, consulting, managed services and software for MySQL®, MariaDB®, MongoDB®and other open source databases across on-premise and cloud-based platforms. Percona optimizes databases to maximize application performance. Our global experts are available 24x7x365, and have worked with over 3,000 clients worldwide - including the largest technology companies. Percona is the champion of unbiased open source database solutions, and provides the best solution for our customers regardless of their database architecture or platform. Our software is 100% free and open source, and is a drop-in replacement for MySQL and MongoDB databases. Percona was founded in August 2006 by Peter Zaitsev and Vadim Tkachenko and now employs a global network of experts with a staff of over 140 people. Our large and diverse customer list boasts one of the highest renewal rates in the business. Our expertise is visible in our widely read Percona Database Performance blog and our book High Performance MySQL.","Percona is the only company that delivers enterprise-class support, consulting, managed services and software for MySQL®, MariaDB®, MongoDB®and other open source databases across on-premise and cloud-based platforms.",percona.com,,,,,,,,,,,,,,,,,,,,,,,,,
171,suez,Courbevoie,France,2.2561602,48.8953328,over-1b,,Europe,environmental-services-and-clean-energy,"advice, analytical-instruments, assainissement, atervinning, avfallsbehandling, avfallshantering, cartridge-filters, chemicals, cisternkontroll, clean-energy, cleantech, collecte, conseil, consulting, consumer-goods, consumers, distribution-deau, electric, environment, environmental-services, farligt-avfall, gas, gestion-de-ports-de-plaisance, gospodarka-odpadami, gospodarka-wodnosciekowa, innovation, integrated-water-solutions, inzynieria-srodowiska, lab-products, manufacturing, marksanering, membrane-elements, miljokonsulttjanster, mobile-water-solutions, odnawialne-zrodla-energii, production-deau, provtagning, recherche, recyclage, recyclage-et-valorisation-des-dechets, renewables, reuse, sanitary-services, services-aux-collectivites, smart-building, smart-solutions, smart-water, teleservices, traitement-deau, tri, uzdatnianie-wody, waste-to-value, water-amp-process-equipment, water-outsourcing, water-purification, water-recycling, water-treatment-chemicals",,,"Veolia, ENGIE, EDF, Veolia France, Saur : l'entreprise dédiée aux services de l'eau, SUEZ - Water Technologies & Solutions, TotalEnergies, ColorFrog, POWER Engineers, RHL - Recruitment Holdings, Waste Less Living, Provectus, Bureau Veritas, Apex Energy Solutions, FishWise, Antea Group, Plan Bee, Food Shift, Soyatech, ForestFinest Consulting, Ambroi & Boardroom, Anheuser-Busch InBev, Caribou Coffee, Del Monte Fresh Produce, O-I Glass",412323.0,50k-100k,"https://instagram.com/suez_group, https://www.linkedin.com/company/suez-france, https://www.twitter.com/suezenv, https://youtube.com/user/suezenvironnement",,"cloudflare-cdn, google-analytics, google-tag-manager, microsoft-asp-net, microsoft-iis, microsot-365","application-development, application-server, calendar-and-scheduling, cloud-storage, collaboration, content-analytics, content-delivery-network, content-marketing, development, digital-analytics, email-service, enterprise-content-delivery-network, hosting, it-infrastructure, marketing, mobile-analytics, mobile-app-analytics, mobile-development, other-web-frameworks, productivity, tag-management, video-conferencing, web-frameworks",,5k-10k,5010.0,2008.0,"We are in the era of the resource revolution. In a world facing high demographic growth, runaway urbanisation and the scarcity of natural resources, securing, optimising and renewing resources is essential for our future. SUEZ (Paris: SEV, Brussels: SEVB) delivers wastewater treatment services to 58 million people and reuses 882 million m3 of wastewater. SUEZ also recovers 16.9 million tons of waste a year, produces 3.9 million tons of secondary raw materials and 7 TWh of local renewable energy. Finally, SUEZ avoids 9.5 MtCO2e GHG emissions for its customers. With 83,921 employees, SUEZ is present on five continents and is a key player in the circular economy for the sustainable management of resources. SUEZ generated total revenues of 15.3 billion euros in 2016.",We are in the era of the resource revolution.,suez.com,,,,,,,,,,,,,,,,,,,,,,,,,
172,hutchison drei austria,Vienna,Austria,16.3725042,48.2083537,,,Europe,telecommunications,"information-technology, internet, miscellaneous-retail, mobile, retail, services, telecommunications",,,"Swisscom, Carolina West Wireless, Cellcom Communications, Wireless Vision, Wireless Zone, Orange, Telemart, Imagine Wireless, Wireless World, Cellular & More, Wireless Advocates, Walters Wholesale Electric, Repeated Signal Solutions, FleetSeek, Skymount Group, Venture Technologies, Impact Wireless Business Services, Parrot Cellular, Phone Surgeons, Rogers Communications, Prime Communications, TotalCom Management, eFiberTools, Baka Communications, Alisys",,under-10k,https://www.linkedin.com/company/292667,,,,,50-200,,2003.0,"Hutchison Drei Austria GmbH is a 100% subsidiary of CK Hutchison Holdings Limited (Hong Kong) and part of the 3Group Europe. In 2016 Drei achieved a total revenue of 772 mio € with about 3.8 mio customers. Since its launch in 2003, the company has been a pioneer for simple solutions for the digital life, e.g. fast mobile broadband internet for the home, mobile TV or film and music services for smartphones. Drei is the mobile provider with the biggest network of branded stores in Austria. Next to an encompassing customer service for private and business customers Drei provides Austria's densest and most powerful 4G network with a 98% population coverage. In the independent magazine connect's latest network test Drei has been certified various times as the overall winner. With the title ""Service-Champion"" Drei became the section winner in Austria's biggest 's customer service ranking (8/2016). In the Austrian Society of Consumer Studies' test of business tariffs Drei was the overall winner (ÖGVS 2/2017).",Hutchison Drei Austria GmbH is a 100% subsidiary of CK Hutchison Holdings Limited (Hong Kong) and part of the 3Group Europe.,drei.com,,,,,,,,,,,,,,,,,,,,,,,,,
